"Timestamp";"age";"gender";"education";"living";"city";"income";"q2_1_waste";"q2_2_eco";"q2_3_energy";"q3_1_lamp";"q3_2_contribution";"q3_3_store";"q3_4_consumption";"q3_5_logic";"q4_1_friends";"q4_2_neighbors";"q4_3_opinion";"q5_1_barriers"
"17.02.2026 16:37";"23-25 лет";"Женский";"Высшее (магистратура, аспирантура)";"В большой семье (с родителями, бабушками/дедушками)";"Город-миллионник (Новосибирск, Екатеринбург и т.д.)";"Живем комфортно, почти на все хватает";"Постоянно (каждый день)";"Постоянно";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Половина (30–50%)";"Скорее да";"Не важно вообще — я выбираю только для себя";"Нет инфраструктуры (баков для раздельного сбора в моем районе)"
"17.02.2026 21:07";"23-25 лет";"Женский";"Высшее (магистратура, аспирантура)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Редко (несколько раз в год)";"Постоянно";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Лень / нет времени / забываю;Это неудобно / нужно искать специальные магазины"
"17.02.2026 23:08";"23-25 лет";"Женский";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Редко (несколько раз в год)";"Никогда";"Редко";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи/гаджеты довольно часто — они выглядят актуально и показывают мой статус";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Почти никто (0–10%)";"Скорее нет";"Слабо важно";"Лень / нет времени / забываю;Не верю, что это реально помогает;Это неудобно / нужно искать специальные магазины"
"18.02.2026 0:08";"26-28 лет";"Женский";"Высшее (бакалавриат)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Иногда (несколько раз в месяц)";"Никогда";"Часто";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Немного (10–30%)";"Скорее да";"Не важно вообще — я выбираю только для себя";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Лень / нет времени / забываю"
"18.02.2026 10:27";"23-25 лет";"Женский";"Высшее (магистратура, аспирантура)";"В большой семье (с родителями, бабушками/дедушками)";"Маленький город или село";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Часто (несколько раз в неделю)";"Часто";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Зависит от товара и ситуации";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе)"
"18.02.2026 12:07";"29-35 лет";"Мужской";"Высшее (бакалавриат)";"С семьей (с детьми до 18 лет)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Никогда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Нет, удобство важнее";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Скорее да";"Слабо важно";NA
"18.02.2026 12:22";"29-35 лет";"Женский";"Высшее (бакалавриат)";"С семьей (с детьми до 18 лет)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Нет, удобство важнее";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Не важно вообще — я выбираю только для себя";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Лень / нет времени / забываю;Не верю, что это реально помогает;Это неудобно / нужно искать специальные магазины"
"20.02.2026 1:06";"35+";"Мужской";"Среднее специальное (СПО, колледж)";"С семьей (с детьми до 18 лет)";"Маленький город или село";"Хватает на еду, но не на одежду";"Никогда";"Никогда";"Часто";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Не согласен/не согласна";"Да, я готов(а) ходить дальше ради экологии";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Я начинаю считать, но потом всё равно беру то, что привык(ла) покупать";"Почти никто (0–10%)";"Скорее да";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Слишком дорого / нет денег;Не верю, что это реально помогает"
"20.02.2026 15:41";"29-35 лет";"Женский";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Город среднего размера (100 000–1 млн человек)";"Живем комфортно, почти на все хватает";"Постоянно (каждый день)";"Постоянно";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Не важно вообще — я выбираю только для себя";NA
"20.02.2026 18:12";"18-22 года";"Мужской";"Школа";"В большой семье (с родителями, бабушками/дедушками)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Иногда (несколько раз в месяц)";"Часто";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я начинаю считать, но потом всё равно беру то, что привык(ла) покупать";"Немного (10–30%)";"Скорее да";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе)"
"20.02.2026 18:22";"35+";"Мужской";"Высшее (магистратура, аспирантура)";"Один/одна";"Город-миллионник (Новосибирск, Екатеринбург и т.д.)";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Никогда";"Редко";"Иногда";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Не согласен/не согласна";"Может быть, если товары будут значительно дешевле";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Очень вероятно — если все делают, то и я начну";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Слишком дорого / нет денег;Лень / нет времени / забываю;Не верю, что это реально помогает"
"20.02.2026 18:29";"35+";"Мужской";"Высшее (магистратура, аспирантура)";"Один/одна";"Город-миллионник (Новосибирск, Екатеринбург и т.д.)";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Никогда";"Редко";"Иногда";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Не согласен/не согласна";"Может быть, если товары будут значительно дешевле";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Очень вероятно — если все делают, то и я начну";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Слишком дорого / нет денег;Лень / нет времени / забываю;Не верю, что это реально помогает"
"20.02.2026 19:13";"26-28 лет";"Женский";"Высшее (магистратура, аспирантура)";"С партнером/партнершей (без детей)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Редко";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Почти никто (0–10%)";"Скорее да";"Довольно важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Просто не думаю об этом"
"20.02.2026 19:32";"26-28 лет";"Мужской";"Высшее (бакалавриат)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Никогда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Может быть, если товары будут значительно дешевле";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Зависит от товара и ситуации";"Немного (10–30%)";"Очень маловероятно — соседи на меня не влияют";"Слабо важно";"Не верю, что это реально помогает;Это неудобно / нужно искать специальные магазины;Просто не думаю об этом"
"20.02.2026 20:21";"26-28 лет";"Предпочитаю не указывать";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Город среднего размера (100 000–1 млн человек)";"Хватает на еду, но не на одежду";"Постоянно (каждый день)";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Нет, удобство важнее";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Почти никто (0–10%)";"Очень вероятно — если все делают, то и я начну";"Довольно важно";"Просто не думаю об этом"
"20.02.2026 21:08";"26-28 лет";"Мужской";"Высшее (бакалавриат)";"Один/одна";"Город среднего размера (100 000–1 млн человек)";"Живем комфортно, почти на все хватает";"Редко (несколько раз в год)";"Никогда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Затрудняюсь ответить / зависит от ситуации";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Очень вероятно — если все делают, то и я начну";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Не верю, что это реально помогает"
"20.02.2026 21:27";"26-28 лет";"Мужской";"Высшее (магистратура, аспирантура)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Скорее да";"Нейтрально";"Лень / нет времени / забываю"
"20.02.2026 22:05";"26-28 лет";"Мужской";"Высшее (бакалавриат)";"В большой семье (с родителями, бабушками/дедушками)";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Может быть, если товары будут значительно дешевле";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Почти никто (0–10%)";"Очень вероятно — если все делают, то и я начну";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Лень / нет времени / забываю;Это неудобно / нужно искать специальные магазины"
"20.02.2026 22:12";"26-28 лет";"Мужской";"Школа";"В большой семье (с родителями, бабушками/дедушками)";"Город среднего размера (100 000–1 млн человек)";"Живем комфортно, почти на все хватает";"Никогда";"Редко";"Часто";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Скорее да";"Слабо важно";"Лень / нет времени / забываю;Это неудобно / нужно искать специальные магазины;Просто не думаю об этом"
"20.02.2026 22:31";"26-28 лет";"Мужской";"Высшее (магистратура, аспирантура)";"Один/одна";"Москва или Санкт-Петербург";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Никогда";"Никогда";"Иногда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Нет, удобство важнее";"Покупаю новые вещи/гаджеты довольно часто — они выглядят актуально и показывают мой статус";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Почти никто (0–10%)";"Скорее да";"Не важно вообще — я выбираю только для себя";"Лень / нет времени / забываю;Не верю, что это реально помогает;Просто не думаю об этом"
"20.02.2026 22:32";"26-28 лет";"Мужской";"Высшее (бакалавриат)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Нет, удобство важнее";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Почти никто (0–10%)";"Скорее да";"Нейтрально";NA
"20.02.2026 23:35";"26-28 лет";"Мужской";"Высшее (магистратура, аспирантура)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Нет, удобство важнее";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Почти никто (0–10%)";"Очень вероятно — если все делают, то и я начну";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Лень / нет времени / забываю;Не верю, что это реально помогает"
"21.02.2026 0:17";"18-22 года";"Женский";"Среднее специальное (СПО, колледж)";"В большой семье (с родителями, бабушками/дедушками)";"Город среднего размера (100 000–1 млн человек)";"Живем комфортно, почти на все хватает";"Редко (несколько раз в год)";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Затрудняюсь ответить / зависит от ситуации";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Очень вероятно — если все делают, то и я начну";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Просто не думаю об этом"
"21.02.2026 0:24";"23-25 лет";"Мужской";"Высшее (бакалавриат)";"С семьей (с детьми до 18 лет)";"Москва или Санкт-Петербург";"Можем позволить себе всё, что захотим";"Редко (несколько раз в год)";"Никогда";"Никогда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Нет, удобство важнее";"Покупаю новые вещи/гаджеты довольно часто — они выглядят актуально и показывают мой статус";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Немного (10–30%)";"Очень маловероятно — соседи на меня не влияют";"Не важно вообще — я выбираю только для себя";"Лень / нет времени / забываю;Не верю, что это реально помогает"
"21.02.2026 0:45";"18-22 года";"Женский";"Высшее (бакалавриат)";"С партнером/партнершей (без детей)";"Город среднего размера (100 000–1 млн человек)";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Никогда";"Редко";"Постоянно";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Скорее да";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Слишком дорого / нет денег;Это неудобно / нужно искать специальные магазины"
"21.02.2026 1:03";"18-22 года";"Мужской";"Среднее специальное (СПО, колледж)";"С семьей (с детьми до 18 лет)";"Город среднего размера (100 000–1 млн человек)";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Может быть, если товары будут значительно дешевле";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Немного (10–30%)";"Нейтрально / затрудняюсь ответить";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Не верю, что это реально помогает;Просто не думаю об этом"
"21.02.2026 1:14";"29-35 лет";"Мужской";"Среднее специальное (СПО, колледж)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Иногда (несколько раз в месяц)";"Никогда";"Никогда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Нет, удобство важнее";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Зависит от товара и ситуации";"Немного (10–30%)";"Нейтрально / затрудняюсь ответить";"Не важно вообще — я выбираю только для себя";"Лень / нет времени / забываю;Это неудобно / нужно искать специальные магазины"
"21.02.2026 1:35";"26-28 лет";"Женский";"Высшее (магистратура, аспирантура)";"Один/одна";"Город среднего размера (100 000–1 млн человек)";"Живем комфортно, почти на все хватает";"Никогда";"Никогда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Немного (10–30%)";"Скорее да";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Не верю, что это реально помогает"
"21.02.2026 2:10";"18-22 года";"Мужской";"Высшее (бакалавриат)";"В большой семье (с родителями, бабушками/дедушками)";"Город-миллионник (Новосибирск, Екатеринбург и т.д.)";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Иногда (несколько раз в месяц)";"Никогда";"Редко";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Согласен/согласна";"Может быть, если товары будут значительно дешевле";"Покупаю новые вещи редко, но когда покупаю, выбираю качественные товары, которые долго служат";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Немного (10–30%)";"Нейтрально / затрудняюсь ответить";"Слабо важно";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Слишком дорого / нет денег;Это неудобно / нужно искать специальные магазины"
"21.02.2026 2:22";"18-22 года";"Женский";"Школа";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Никогда";"Редко";"Иногда";"Опция А: Обычная лампочка за 50 рублей — она ярче, но потребляет больше электричества (~30 руб. в год на счетах)";"Не согласен/не согласна";"Нет, удобство важнее";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Очень вероятно — если все делают, то и я начну";"Нейтрально";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Это неудобно / нужно искать специальные магазины"
"21.02.2026 2:23";"18-22 года";"Предпочитаю не указывать";"Среднее специальное (СПО, колледж)";"Один/одна";"Москва или Санкт-Петербург";"Живем комфортно, почти на все хватает";"Иногда (несколько раз в месяц)";"Редко";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Может быть, если товары будут значительно дешевле";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Немного (10–30%)";"Скорее да";"Не важно вообще — я выбираю только для себя";NA
"21.02.2026 2:33";"35+";"Женский";"Высшее (магистратура, аспирантура)";"С семьей (с детьми до 18 лет)";"Москва или Санкт-Петербург";"Можем позволить себе одежду, но не можем позволить себе дорогие товары";"Никогда";"Никогда";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Может быть, если товары будут значительно дешевле";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Почти никто (0–10%)";"Скорее да";"Не важно вообще — я выбираю только для себя";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Не верю, что это реально помогает"
"21.02.2026 2:49";"18-22 года";"Женский";"Среднее специальное (СПО, колледж)";"Один/одна";"Город-миллионник (Новосибирск, Екатеринбург и т.д.)";"Денег не хватает на базовый рацион еды";"Никогда";"Никогда";"Часто";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Да, если я буду часто ходить туда и мне понравится ассортимент";"Затрудняюсь ответить / зависит от ситуации";"Зависит от товара и ситуации";"Почти никто (0–10%)";"Скорее да";"Не важно вообще — я выбираю только для себя";"Нет инфраструктуры (баков для раздельного сбора в моем районе);Слишком дорого / нет денег"
"21.02.2026 5:04";"35+";"Женский";"Высшее (бакалавриат)";"Один/одна";"Город среднего размера (100 000–1 млн человек)";"Живем комфортно, почти на все хватает";"Постоянно (каждый день)";"Никогда";"Иногда";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Согласен/согласна";"Может быть, если товары будут значительно дешевле";"Затрудняюсь ответить / зависит от ситуации";"Я выбираю интуитивно и быстро — нравится товар, куплю его, лишние расчёты — трата времени";"Почти никто (0–10%)";"Очень вероятно — если все делают, то и я начну";"Нейтрально";"Слишком дорого / нет денег;Не верю, что это реально помогает;Это неудобно / нужно искать специальные магазины;Просто не думаю об этом"
"21.02.2026 5:50";"35+";"Женский";"Высшее (бакалавриат)";"Один/одна";"Город-миллионник (Новосибирск, Екатеринбург и т.д.)";"Хватает на еду, но не на одежду";"Постоянно (каждый день)";"Часто";"Постоянно";"Опция Б: LED лампочка за 200 рублей — сначала дороже, но экономит электричество (~5 руб. в год на счетах). За 10 лет окупится.";"Не согласен/не согласна";"Да, я готов(а) ходить дальше ради экологии";"Стараюсь не покупать лишнее, предпочитаю многоразовые вещи, даже если они выглядят менее «модно»";"Я выбираю на основе логики и расчётов (даже если LED-лампочка дороже, я посчитаю экономию за годы)";"Немного (10–30%)";"Очень вероятно — если все делают, то и я начну";"Не важно вообще — я выбираю только для себя";"Нет инфраструктуры (баков для раздельного сбора в моем районе)"
